,Unnamed: 0.1,Unnamed: 0,index,easting,northing,route,geometry,closest_dense_hub,distance_to_closest_dense_hub,closest_elargie_hub,distance_to_closest_large_hub,TMJA_PL,percentage_traffic,Quantity_sold_per_day(in kg),Revenues_day,Region,Quantity_sold_per_year(in kg),not_prof,small_station,medium_station,large_station,station_type,Revenues,EBITDA,Opex,EBIT,depreciation,date_installation
35,29,113,113,677926.3869012216,6925980.335971277,A0001,POINT (677926.3869012216 6925980.335971277),1.0,"0    6569.313603
dtype: float64",5.0,"0    0.0
dtype: float64",333120.37,0.0009943173661842346,6622.153658787002,9933.230488180503,Hauts-de-France,2417086.085457256,0,0,0,1,large,3625629.1281858836,3415629.1281858836,210000.0,2215629.1281858836,-1200000.0,2030
36,30,2760,2760,718283.236759012,6977563.503729777,A0026,POINT (718283.236759012 6977563.503729777),1.0,"0    4635.380054
dtype: float64",5.0,"0    3959.159945
dtype: float64",156332.18,0.00046662952934232055,3107.752665419855,4661.628998129782,Hauts-de-France,1134329.722878247,0,0,0,1,large,1701494.5843173706,1491494.5843173706,210000.0,291494.58431737055,-1200000.0,2032
37,31,2792,2792,760640.1476979504,6939398.813579962,A0026,POINT (760640.1476979504 6939398.813579962),1.0,"0    12057.188018
dtype: float64",5.0,"0    12057.188018
dtype: float64",156332.18,0.00046662952934232055,3107.752665419855,4661.628998129782,Hauts-de-France,1134329.722878247,0,0,0,1,large,1701494.5843173706,1491494.5843173706,210000.0,291494.58431737055,-1200000.0,2032
38,32,2733,2733,707752.53853602,7006564.639122327,A0026,POINT (707752.53853602 7006564.639122327),1.0,"0    7979.461051
dtype: float64",5.0,"0    7457.202753
dtype: float64",156332.18,0.00046662952934232055,3107.752665419855,4661.628998129782,Hauts-de-France,1134329.722878247,0,0,0,1,large,1701494.5843173706,1491494.5843173706,210000.0,291494.58431737055,-1200000.0,2032
39,33,6984,6984,737621.3346742443,6929625.758058237,N0002,POINT (737621.3346742443 6929625.758058237),1.0,"0    13376.3152
dtype: float64",5.0,"0    11344.195853
dtype: float64",19147.86,5.715366407423377e-05,380.6434027343969,570.9651041015953,Hauts-de-France,138934.84199805485,1,0,0,0,small,208402.2629970823,0.0,0.0,0.0,0.0,2035
40,34,13384,13384,644818.2579922641,7098164.120737046,N0316,POINT (644818.2579922641 7098164.120737046),1.0,"0    3484.606308
dtype: float64",5.0,"0    0.0
dtype: float64",0.0,0.0,0.0,0.0,Hauts-de-France,0.0,1,0,0,0,small,0.0,0.0,0.0,0.0,0.0,2035
41,35,2217,2217,658683.231200002,7103045.628,A0016,POINT (658683.231200002 7103045.628),1.0,"0    3154.339394
dtype: float64",5.0,"0    2231.734901
dtype: float64",42708.41,0.00012747858602917748,849.007382954322,1273.511074431483,Hauts-de-France,309887.69477832754,1,0,0,0,small,464831.5421674913,0.0,0.0,0.0,0.0,2035
42,36,330,330,720543.0168360922,6883044.05949596,A0004,POINT (720543.0168360922 6883044.05949596),1.0,"0    8182.322943
dtype: float64",5.0,"0    5381.325792
dtype: float64",489209.44,0.0014602212464319261,9725.073501236628,14587.610251854941,Hauts-de-France,3549651.827951369,0,0,0,1,large,5324477.741927054,5114477.741927054,210000.0,3914477.741927054,-1200000.0,2030
43,37,7105,7105,765970.9079455625,7019109.321012903,N0002,POINT (765970.9079455625 7019109.321012903),1.0,"0    0.0
dtype: float64",5.0,"0    0.0
dtype: float64",19147.86,5.715366407423377e-05,380.6434027343969,570.9651041015953,Hauts-de-France,138934.84199805485,1,0,0,0,small,208402.2629970823,0.0,0.0,0.0,0.0,2035
44,38,2637,2637,698006.4948569663,7058221.640755961,A0025,POINT (698006.4948569663 7058221.640755961),1.0,"0    1751.639244
dtype: float64",5.0,"0    0.0
dtype: float64",0.0,0.0,0.0,0.0,Hauts-de-France,0.0,1,0,0,0,small,0.0,0.0,0.0,0.0,0.0,2035
45,39,2205,2205,643751.6642357502,7096246.342361083,A0016,POINT (643751.6642357502 7096246.342361083),1.0,"0    4611.655208
dtype: float64",5.0,"0    0.0
dtype: float64",42708.41,0.00012747858602917748,849.007382954322,1273.511074431483,Hauts-de-France,309887.69477832754,1,0,0,0,small,464831.5421674913,0.0,0.0,0.0,0.0,2036
46,39,2205,2205,643751.6642357502,7096246.342361083,A0016,POINT (643751.6642357502 7096246.342361083),1.0,"0    4611.655208
dtype: float64",5.0,"0    0.0
dtype: float64",42708.41,0.00012747858602917748,849.007382954322,1273.511074431483,Hauts-de-France,309887.69477832754,1,0,0,0,small,464831.5421674913,0.0,0.0,0.0,0.0,2036
47,203,2205,2205,643751.6642357502,7096246.342361083,A0016,POINT (643751.6642357502 7096246.342361083),1.0,"0    4611.655208
dtype: float64",5.0,"0    0.0
dtype: float64",42708.41,0.00012747858602917748,849.007382954322,1273.511074431483,Hauts-de-France,309887.69477832754,1,0,0,0,small,464831.5421674913,0.0,0.0,0.0,0.0,2036
48,203,2205,2205,643751.6642357502,7096246.342361083,A0016,POINT (643751.6642357502 7096246.342361083),1.0,"0    4611.655208
dtype: float64",5.0,"0    0.0
dtype: float64",42708.41,0.00012747858602917748,849.007382954322,1273.511074431483,Hauts-de-France,309887.69477832754,1,0,0,0,small,464831.5421674913,0.0,0.0,0.0,0.0,2036
